Ort::REDE_GIDs;Ort::Longitude;Ort::Latitude;Ort::Name;Bogennummer;Ort::Sprache;Transliteration WS29;WS29: Stammvokal Positiv;WS29: Stammauslaut Positiv;WS29: Stammvokal Komparativ;WS29: Stammauslaut Komparativ;
5673;15,81873;48,4378;FELS AM WAGRAM;19322;1;Unsare Beag sand net recht hoch, de engan sand vü hecha.;o;ch;e;ch;
6575;15,84912;48,58705;OBERDÜRNBACH;18554;1;Unsari Beringn san nit sehr hoch, die engan san viel hächa.;o;ch;ä;ch;
1855;15,90257;48,77849;HOFERN;18454;1;Unsari Berg san nit hoch, die engan san vül höcha.;o;ch;ö;ch;
540964;15,84398284;48,93495691;SCHILTERN (ￅﾠTￃﾍTARY);18367;1;Unsre Bering do san net gor hoch, enkere san vül hecher.;o;ch;e;ch;
543256;15,95476147;50,41624184;GROￃﾟBOCK (VELKￃﾁ BUKOVINA);16154;1;Onsere Barche(Barhe) sein ne sehr huch, die eiern sein viel grüsser(o).;u;ch;ü (o);ss;
543176;15,94353338;50,59404379;GABERSDORF (LIBEￄﾌ);16063;1;Onsere Berche sein ne sehr hûch, die eûern sein viel hicher.;û;ch;i;ch;
389165;15,95486;50,78753;PISARZOWICE;13543;1;Inse Barge sein ne sier huch, euer sein viel hicher.;u;ch;i;ch;
385883;15,97695;50,9281;MYSLOW;13727;1;Inse Barge sein nie sihr huch, di euern sein viel hicher.;u;ch;i;ch;
391722;15,98401;51,11183;PRUSICE;8590;1;Innse Barge sein nĭ siehr huhch, eure sein viel hĭcher.;uh;ch;ĭ;ch;
543820;15,98045549;51,27846389;GￃﾖLLSCHAU (GOLISZￃﾓW);8762;1;Inse Berge sein nie su huch, eure sein viel hicher.;u;ch;i;ch;
390650;16,00948;51,43246;TRZMIELOW;8878;1;Insere Barge sein ne seihr hauch, de eiren sein veil hicher.;au;ch;i;ch;
391646;15,99977;51,60773;JAKUBOW;9036;1;Inse Barge seen nie sehr hauch, d'euren seen veo hicher.;au;ch;i;ch;
388441;16,01584;51,78478;GROCHOWICE;9200;1;Inse Barge seen nie sa͡ir hauch, die o͡oren seen veil hicher.;au;ch;i;ch;
531517;16,03727;51,94758;CIOSANIEC;9335;1;Uns're Berge sein nich seir hauch, die oiren sein veil hücher.;au;ch;ü;ch;
374557;15,99102;52,11557;ZODYN;4968;1;Inse Barge sain nie sihr huch, ueure sain viel hicher.;u;ch;i;ch;
371330;16,06838;52,22589;BORUJA;5091;1;Inse Barg sein nich' sihr huch, die Euren sein viel hücher.;u;ch;ü;ch;
371464;16,0794131;52,42180477;GRUDNA;5139;1;Unsre Berje sind nischt sehr hoch, die eiren sind viel höcher.;o;ch;ö;ch;
170297;16,01367;52,57974;PRUSIM;5259;1;Unsere Berge sin nich sehr huch, die eiren sin viel höcher.;u;ch;ö;ch;
2486;15,81757;46,74348;RATSCHENDORF;44425;1;Inern Berg san net so hoch, enkere san höcha.;o;ch;ö;ch;
531137;16,05691;52,79024;PILKA;5315;1;Os Ba-j' sen nich se'r hoch, jug sen vä-a höje.;o;ch;ö;j;
371083;16,06064;52,92128;HUTA SZKLANA;5402;1;Os Bāg sinn ne seĕ hoch, jugg sinn veia höge.;o;ch;ö;g;
159464;16,08349;53,12516;GOLIN;1023;1;Os Baag sünn ni sehe hoch, juge sünn vill hööge.;o;ch;öö;g;
163085;16,12236;53,27292;PLOCICZNO;1197;1;Os Bāg sin ne sehe̱ hoch, juch sin vail höge.;o;ch;ö;g;
153188;16,0857;53,43147;ZABIN;1296;1;Oas Baag sinn ni sehe hoch, jug sind veia höge.;o;ch;ö;g;
151328;16,09713;53,5926;RZEPOWO;1432;1;Os Bag sin nih so sehe hoch, be gu sins seia höge.;o;ch;ö;g;
370788;16,09538;53,76262;POLCZYN-ZDROJ;158;1;Us Barg sinn nich sehr hoch, juhg sinn väl höhje.;o;ch;öh;j;
148262;16,14955;53,95055;MODROLAS;344;1;Us Bag sinn nich sea hoch, jug sinn väl heuga;o;ch;eu;g;
152858;16,10326;54,10839;DUNOWO;584;1;Oas Bag sinn nich sehe hoch, juch sinn fäl höge;o;ch;ö;g;
547644;16,15028383;54,27992847;DEEP (CZAJCZE);52440;1;Us Barga sünd nich seha hoch, jug sünd vähl höga.;o;ch;ö;g;
1701;15,79639;46,94074;PALDAU;44333;1;Inseri Berg san nit so hoach, enkari san viel heacha.;oa;ch;ea;ch;
5054;15,8282;47,10255;SINABELKIRCHEN;43761;1;Insari Beag senn nit sou hoch, di enkan senn vüll hecha.;o;ch;e;ch;
221;15,80046;47,24372;STUBENBERG;43715;1;Insere Berg san hibsch hoch, dö enken san viel höcha.;o;ch;ö;ch;
1304;15,78607;47,42619;WENIGZELL;43579;1;Insere Berg san nit so hoach, engere san vü höcha.;oa;ch;ö;ch;
6423;15,82957;47,63272;SEMMERING;42573;1;Unsare Beach san nit so hoch, engare san vü heha.;o;ch;e;h;
9438;16,08847;47,75818;MOLLRAM;42527;1;Insere Berg san net sehr hoch, engara san vül hecher.;o;ch;e;ch;
198;16,08669;47,92652;GRILLENBERG;42477;1;Unsari Berch' san net sea hoch, de engan san vü hecha.;o;ch;e;ch;
3342;16,10967;48,08122;GRUB;19541;1;Unsare Berch san nit b'sundas hoch, eingere san heicha.;o;ch;ei;ch;
3206;16,07034;48,25642;RIED AM RIEDERBERG;19429;1;Unsere Bergn san net gar hoch, die engern san viel höcha.;o;ch;ö;ch;
120;16,12987;48,44154;OBERHAUTZENTAL;19334;1;Unsare Beri san net goar hoch, die engan san vül heha.;o;ch;e;h;
6083;16,09658;48,58647;ASPERSDORF;18559;1;Unsari Bering sand nit so hoch, de engan san hecha.;o;ch;e;ch;
547955;16,13160996;48,7465636;GERSTENFELD (JEￄﾌMENIￅﾠTￄﾚ);18508;1;Unsare Bering san nit hoch, dö engarn san vüll höcha.;o;ch;ö;ch;
547920;16,15731666;48,88788008;TￃﾖSTITZ (TￄﾚￅﾠETICE);18407;1;Unsare Beregn san nit gor so hoch, de engan san vül hecha.;o;ch;e;ch;
544714;16,31555194;50,30491688;SCHEDIWY (ￅﾠEDIVINY);16770;1;Onse Barche sein ne sehr huch, Eure sein viel hichr.;u;ch;i;ch;
543192;16,19811359;50,59375748;BODISCH (BOHDAￅﾠIN);16083;1;Ense Barche sein ne sehr huch, de euan sein viel hicho.;u;ch;i;ch;
386686;16,20743;50,75691;BOGUSZOW-GORCE;13559;1;Inse Barge sein ne sihr huch, eure sein viel hicher.;u;ch;i;ch;
391578;16,24996;50,94262;JUGOWA;13745;1;Inse Barje sein ni sihr huch, eure sein viel hücher;u;ch;ü;ch;
369595;16,24098;51,11235;OGONOWICE;8614;1;Insre Barge sein nich seihr huch, die euren sein veil hüher.;u;ch;ü;h;
390434;16,25635;51,25926;BIENIOWICE;8777;1;Inse Berge sehn nie sihr houch, die euren sehn viel hicher.;ou;ch;i;ch;
386729;16,26255;51,43001;SKLADOWICE;8888;1;Inse Barge sehn nie sehr hauch, dei euern sehn veil hicher.;au;ch;i;ch;
388464;16,26765;51,58761;RZECZYCA;9052;1;Ins Barg sehn nie sehr hauch, de euren sehn veio hicher.;au;ch;i;ch;
389460;16,27408;51,77898;KONRADOWO;9207;1;Ins' Barg sen nie siehr hauch, die oiren sen veil hücher.;au;ch;ü;ch;
376020;16,27073;52,09524;TARNOWA;4980;1;Ünse Barg' sein ni sir huch, d' Eurn sein viel hücher.;u;ch;ü;ch;
161276;16,29936;52,27187;BIALA WIES;5056;1;Innsi Barg sain nich sieh huch, die euren sain viel hicher.;u;ch;i;ch;
374041;16,28958;52,43847;BRODY;5141;1;Inse Barg sind nich sihr huch, eure sind viel hicher.;u;ch;i;ch;
424;15,96717;46,76413;KLￃﾖCH;44414;1;Insere Berg sa nit (gor so) huach, enkera san viel hiacha.;ua;ch;ia;ch;
150011;16,29826;52,76573;RZECIN;5316;1;Os Bag sin ne sehe hoch, gug sin abbe no höge.;o;ch;ö;g;
543436;16,33038893;52,91989184;MARIENBUSCH;5409;1;Ôs Baj sinn nî seè hoch, de jugô sinn veia höje.;o;ch;ö;j;
531178;16,39581;53,11234;NIEKURSKO;1029;1;Os Bag sin sehe hoch, jug sinn no veia höge.;o;ch;ö;g;
148733;16,30259;53,26242;NAKIELNO;1203;1;Os Baj sinn ni so seh hoch, juk sinn veiha höje.;o;ch;ö;j;
376087;16,36258;53,40347;RUDKI;743;1;Os Bag sinn ni sehe hoch, gug sinn veia höge.;o;ch;ö;g;
372645;16,3881;53,58605;LUBOWO;1442;1;Ōs Bāg sünt ni seë hoch, jug sünt veel höge!;o;ch;ö;g;
535428;16,37426376;53,74533931;BAERWALDE;51;1;Ǔs Ba̅g sǚn nǐ se̅h hoch, Ju̅g sü̆n vä̅l hö̅gä̌.;o;ch;ö̅;g;
162750;16,41182;53,94692;SMECINO;351;1;Us Bāg sinn nĭch seh'r hoch, jūg sinn fǟl höjä̆.;o;ch;ö;j;
150482;16,41486;54,24551;SIECIEMIN;52311;1;Us Barge sind nich sehr hoch, juch sind väl höge.;o;ch;ö;g;
7489;16,07;46,95;HOHENBRUGG AN DER RAAB;44347;1;Unsri Bearg san nit seahr hoch, die enkena san vül hächer.;o;ch;ä;ch;
535019;16,42491688;54,4259439;BAD RￃﾜGENWALDE;52578;1;Uns Barg sind nich sehr hoch, jug sind vähl höger.;o;ch;ö;g;
531958;16,5494;54,54194;JAROSLAWIEC;52819;1;Us Barge sünd nich sehe hoch, juw sünd väl höge.;o;ch;ö;g;
3752;16,05235;47,11596;BAD BLUMAU;43773;1;Insari Berg sen nit so hoch, engari sen vül hecha.;o;ch;e;ch;
8387;16,0511;47,24824;UNTERROHR;43726;1;Insari Berg san nöid goar houch, engare san vül hecha.;ou;ch;e;ch;
6421;16,06044;47,41082;EHRENSCHACHEN;43633;1;Insere Berg san nit gor hoch, die enkaren san vül höha.;o;ch;ö;h;
214;16,05379;47,59927;FEISTRITZ AM WECHSEL;42587;1;Unsari Berg'n san nit so (gor) hoch, die engan san vü heha.;o;ch;e;h;
3617;16,33758;47,73828;WIESEN;42691;1;Insri Berie sei hoh, enkri sei oba noa höha.;o;h;ö;h;
10134;16,35122;47,9008;SIEGERSDORF;42640;1;Unsare Berg san hoch, euchare san viel höha.;o;ch;ö;h;
4984;16,34608;48,08334;BIEDERMANNSDORF;19667;1;Unsare Berg san net goa hoch, de engan san vü hecha.;o;ch;e;ch;
4951;16,37347;48,23057;20. BEZIRK-BRIGITTENAU;19642;1;Unsere Berg san net sehr hoch, die enkern san höcha.;o;ch;ö;ch;
1565;16,37147;48,42971;OBERGￃﾄNSERNDORF;19564;1;Unsere Bering san net so hoch, do engan san vül hecha.;o;ch;e;ch;
1666;16,38001;48,59086;PYHRA;18701;1;Unsari Berign san nit gor so hoch, d'engan san viel höcher.;o;ch;ö;ch;
548015;16,38060332;48,75125755;HￃﾖFLEIN AN DER THAYA (HEVLￃﾍN);18642;1;Dä unsan Beregn san nät so hoch, dä ängan san vül hächa.;o;ch;ä;ch;
547963;16,37348031;48,91950827;DAMNITZ (DAMNICE);18607;1;Unsre Beri(n)g san net gor hoch, engare san vül hecha.;o;ch;e;ch;
545755;16,48229302;49,05485994;PRAHLITZ (PRAVLOV);17956;1;Ünsere Beri san net so houch, engere san höcher.;ou;ch;ö;ch;
545361;16,46388;49,64357938;NEU-BIELA (LAVIￄﾌNￃﾉ);17504;1;Undr Barg sein net sehr huch, euera sein vel hiecher.;u;ch;ie;ch;
545331;16,41268819;49,73996807;STANGENDORF (VENDOLￃﾍ);17468;1;Undr Barg sei net sehr huch, eura sein hiecher.;u;ch;ie;ch;
534524;16,39993838;49,94474447;HILBETEN;17309;1;Undr Baig sei net sehr huch, eure sei vil hichr.;u;ch;i;ch;
544744;16,46560671;50,16530112;ROKITNITZ (ROKYTNICE);16814;1;Onse Barche sänn nee sehr huch, eure sänn viel hicher.;u;ch;i;ch;
540583;16,48013663;50,26863043;FRIEDRICHSWALD (ORLICKￃﾉ ZￃﾁHOￅﾘￃﾍ);16775;1;Onse Barche sän ne a su huch, eure sän viel hichr.;u;ch;i;ch;
391058;16,43333;50,40879;SZCZYTNA;14458;1;Onsre Barje sein ne sehr huch, d oiern sein viel hicher.;u;ch;i;ch;
386406;16,47306;50,57075;WLODOWICE;13830;1;Ensr Barge {Barje} sein ne sehr huch, de Euarn sein viel hicher.;u;ch;i;ch;
367140;16,49574;50,74669;LUTOMIA GORNA;13996;1;Ins're Barge sein ni siehr huch, de euern sein viel hicher.;u;ch;i;ch;
392235;16,5052;50,92217;BOZANOW;14305;1;Innse Berge sein nie siehr huch, die euern sein viel hicher.;u;ch;i;ch;
392458;16,50134;51,08371;UJAZD GORNY;9433;1;Inse Barge sei'n ni siehr huch, eurne sein viel hücher!;u;ch;ü;ch;
389023;16,50879;51,25619;PRAWIKOW;9612;1;Inse Barge seen ni seir hauch, eure seen veil hicher.;au;ch;i;ch;
388848;16,51092;51,438;KRZELOW;9760;1;Inse Barge sein nie a so hoch, eure sein vehl hicher.;o;ch;i;ch;
368804;16,56898;51,59431;WIERZOWICE MALE;9919;1;Inse Barge seen nich seir hauch, die euren seen veil hicher.;au;ch;i;ch;
389320;16,53132;51,74321;CHROSCINA;9877;1;Üns' Barg' sen nie sehr hauch, oer sen väl hicher.;au;ch;i;ch;
375993;16,52972;51,91222;MORKOWO;9984;1;Ins Bärg sehn nie sehr hauch, ohr sehn väl hicher.;au;ch;i;ch;
153325;16,57968;52,57107;PRZYBOROWKO;5271;1;Unsere Berge sind nich sihr huch, die euern sin viel höcher.;u;ch;ö;ch;
370615;16,59704;52,77659;TARNOWKO;5322;1;Os Bajch sin ne sehe hoch, dey juggo sei veia höge.;o;ch;ö;g;
374965;16,61572;52,90771;BRZEZNO;5491;1;Os Bag sind ne so hoch, jug sind faia höge.;o;ch;ö;g;
376330;16,63215;53,09276;STOBNO;1035;1;Os Bag sin ni sehe hoch, juk sin veia höge.;o;ch;ö;g;
541572;16,62174662;53,26616634;WISSULKE (WIESIￃﾓￅﾁKA);1208;1;Os Bag sinn ni sehe hoch, jugg sinn veia höge.;o;ch;ö;g;
371847;16,64428;53,39298;BUDY;748;1;Os Bag sinn ni seä hoch, jug sinn veil höge.;o;ch;ö;g;
541580;16,64922303;53,57923598;STEINFORTH (BRODￅﾹCE);1451;1;Uas Baaj sünn nie sehä houch, jug sünn vähl höjä.;ou;ch;ö;j;
161335;16,69276;53,74786;GALOWO;180;1;Uß Baag sünd nië sehe hoch, jug sind höge.;o;ch;ö;g;
534872;16,6593432;53,9295732;PORST;356;1;Ūs Bā̊g sein nī sea hoch, jug sein väl heuga.;o;ch;eu;g;
147980;16,65187;54,07285;WIETRZNO;458;1;Us' Boag sinn ni seha hoch, jug sinn vähl heuge.;o;ch;eu;g;
146994;16,65424;54,25478;BIALECINO;52463;1;Uus Barg sind nich sehr hoch, jug sind fehl hööger.;o;ch;öö;g;
534643;16,23016;46,94766;MOGERSDORF;44358;1;Insare Beagn sein nit goa hoch, enkare sein vül hecha.;o;ch;e;ch;
373231;16,67668;54,41802;RADOSLAW;52600;1;Us Barg sind nich sehä hoch, juw sind vel högä.;o;ch;ö;g;
547547;16,670111;54,55003532;KROLOWSTRAND (KRￃﾓLEWICE);52825;1;Us Barg sind nich sehe hoch, jug sind vel höge.;o;ch;ö;g;
9014;16,29;47,11;DEUTSCH TSCHANTSCHENDORF;43782;1;Insre Berge se-in nit sehr hoh, die e-ingeren se-in viel heha.;o;h;e;h;
4749;16,27994;47,26125;SIGET IN DER WART;43699;1;Insere Bergn sein nit sehr hoch, die engern sein viel höhe.;o;ch;ö;h;
6462;16,32252;47,40965;SALMANNSDORF;43640;1;Unsari bęri sęin nit goar so hoch, ęngare sain fül hecha.;o;ch;e;ch;
6273;16,29922;47,56108;GLEICHENBACH;42612;1;Inseri Barg san nit goar sou hoch, die engan san hibsch hecha.;o;ch;e;ch;
9645;16,5;47,74;BAUMGARTEN;42701;1;Unsare Berge san nit sea hoch, die euan san vül heha.;o;ch;e;h;
9101;16,54389;47,90702;STOTZING;42647;1;Unsari Bergn san nit so hoch. Enkari san hecha.;o;ch;e;ch;
2058;16,60641;48,08282;ENZERSDORF AN DER FISCHA;19674;1;Unsare Beach san recht hoch, eichare san vü schona.;o;ch;;;
877;16,56927;48,24529;RAASDORF;19646;1;Uns're Berg san net goa hoch, euchre san vü höcha.;o;ch;ö;ch;
8376;16,65674;48,39499;RAGGENDORF;19607;1;Unsri Berign san nit gor hoch, d engan san vü hecha.;o;ch;e;ch;
3395;16,64461;48,58654;WILFERSDORF;18707;1;Unsare Beri san nöt gar hoch, die enkern san höcha;o;ch;ö;ch;
8827;16,61147;48,74191;STￃﾜTZENHOFEN;18672;1;Unsri Bering san nit gor hoch, die eichern son vül hecha.;o;ch;e;ch;
548003;16,65177623;48,90542723;TRACHT (STRACHOTￃﾍN);18627;1;Unsre Peri san nit sehr hoch, ti engrn san vül hechr.;o;ch;e;ch;
545760;16,60669491;49,05257221;WOIKOWITZ (VOJKOVICE);17961;1;Insare Berich san nit so hoch, enkare san viel höcha.;o;ch;ö;ch;
545741;16,63439555;49,18723537;CZERNOWITZ (ￄﾌERNOVICE);17940;1;Insara Perin san nia sou hoch, da enkern san viel höga.;o;ch;ö;g;
545378;16,60789251;49,63015779;SCHLETTAU (SLATINA);17512;1;Undr Barg sann nett su huch, aiera sann veil hicher.;u;ch;i;ch;
545300;16,69330997;49,75727865;RANIGSDORF (LINHARTICE);17433;1;Und'r Berñ san net sehr huch, eira san veil hichr.;u;ch;i;ch;
545200;16,70920166;49,91307027;SCHￃﾖNWALD (STRￃﾁￅﾽNￃﾁ);17325;1;Onse Berche sein ne siehr huch, eure sein viel hicher.;u;ch;i;ch;
544815;16,71044888;50,0763027;NIEDER-ULLERSDORF (DOLNￃﾍ BOￅﾘￃﾍKOVICE;16876;1;Unsre Barhe sein ne sehr huch, die oira sein viel hichr.;u;ch;i;ch;
541497;16,69625742;50,24949279;WￃﾖLFELSDORF (WILKANￃﾓW);14382;1;Onse Barja sen nie sehr hoch, eure sen vel höcher.;o;ch;ö;ch;
388518;16,73068;50,40811;JASZKOWA GORNA;14471;1;Ense Barje sein ne sehr huch, eire sein viel hicher.;u;ch;i;ch;
390808;16,75132;50,60111;STOSZOWICE;13929;1;Inse Barje sein ni sihr huch, die euern sein viel hicher.;u;ch;i;ch;
388492;16,7247;50,74663;ROZTOCZNIK;14023;1;Ünse Barge sein nich sühr huch, euer sein viel hücher.;u;ch;ü;ch;
385748;16,75854;50,92697;ROGOW SOBOCKI;14321;1;Inse Berge sein nich sihr huch, eure sein hücher.;u;ch;ü;ch;
389835;16,74042;51,07689;LISOWICE;9453;1;Ünse Barge seen ni sirr hoch, de eurigen seen vehl hicher.;o;ch;i;ch;
364704;16,7752;51,25426;WARZYNA;9622;1;Innsre Barge seen nie seihr hauch, die eurigen seen veil hücher;au;ch;ü;ch;
366379;16,77667;51,4305;STASZOWICE;9775;1;Inse barge säin nich hauch, eure säin veil höier.;au;ch;öi;;
389263;16,74839;51,5893;WODNIKI;9926;1;Ünse Barge sen nie seihr hauch, be euch senn se hücher.;au;ch;ü;ch;
375568;16,79762;51,73416;GOSCIEJEWICE;9891;1;Inse Barge sen nie sehr hauch, die euren sen väl höcher.;au;ch;ö;ch;
373190;16,9233;52,91973;OSTROWKI;5421;1;Ose Baj sin ni sehe hoch, jug sin veia häje.;o;ch;ä;j;
371585;16,90232;53,26649;PARUSZKA;1215;1;Us' Bag sünn ni sehä hoch, dei jug sünn vähl högä.;o;ch;ö;g;
374882;16,93735;53,43084;KAMIEN;1315;1;Us Bag sünn ni sehä hoch, jug sünn väl höge.;o;ch;ö;g;
146871;16,90083;53,59936;WEGORZEWO SZCZECINECKIE;1461;1;Uhs Berg sind ni sehr hoch, jug sünd vehl högä.;o;ch;ö;g;
158846;16,96984;53,75059;JELNIA;185;1;Us Bag sin sehr hoch, dei juggen sin väl höcher.;o;ch;ö;ch;
162673;16,97152;53,91653;PRZERADZ;366;1;Uos Bag sin ni su hoch, dei juge sin väel höge.;o;ch;ö;g;
372705;16,95143;54,06604;OKUNINO;465;1;Us Baag sind nich seä hoch, jug sind väl heechä.;o;ch;ee;ch;
153596;17,00801;54,25951;BRONOWO;52478;1;Us Bag sind nich sehä hoch, juch sind vel höchä.;o;ch;ö;ch;
372176;17,00751;54,41566;LOSINO;52700;1;Ous Barg send nich sehr hoch, gug send vel höger.;o;ch;ö;g;
151355;17,00926;54,59854;MACHOWINKO;52767;1;Uß Bage sind nich se'e hoch, juh sind väl hege.;o;ch;e;g;
532002;17,052;54,66557;ROWY;52766;1;Uns Barga sind nich sehr hoch, dei juhe sind väl heger.;o;ch;e;g;
10504;16,47778;47,05607;MOSCHENDORF;43889;1;Ünseri Beri san nit goar sou hoch, engari san heha.;o;ch;e;h;
8922;16,56482;47,42237;KLOSTERMARIENBERG;43850;1;Unsari Bergn sein nid goa hoch, die eingen sein vül heha.;o;ch;e;h;
10118;16,54986;47,5862;HORITSCHON;42722;1;Unsre Berge sind nicht sehr hoch, die ēngen sein höcher.;o;ch;ö;ch;
534585;16,83099;47,74316;APETLON;42706;1;Insere Beringa san nit recht ho', die eingeren san vül heher.;o';;e;h;
534584;16,86813;47,92623;WEIDEN AM SEE;42635;1;Unsri Beri san nit recht hoch, eng'ri san' vül hecha.;o;ch;e;ch;
6146;16,85904;48,06596;ROHRAU;19726;1;Unsere Berg san nit so ho, engere san vül höha;o;;ö;h;
9501;16,87702;48,24132;BREITENSEE;19657;1;Unsere Berg san nit gar hoch, eure san häher.;o;ch;ä;h;
9119;16,84009;48,41077;STILLFRIED AN DER MARCH;19621;1;Unsəri Berch san nid goar hoch, de eŋgan san vül hechər.;o;ch;e;ch;
2578;16,81931;48,58918;PALTERNDORF;18716;1;Unsari Beri san nit so hoch, oba (owa) dä enkan san vül (viel) hecha.;o;ch;e;ch;
8563;16,86919;48,69199;BERNHARDSTHAL;18686;1;Unsare Berign san nit sehr hoch, die engan san vül höcha.;o;ch;ö;ch;
548013;16,76723342;48,8738553;SAITZ (ZAJECￃﾍ);18637;1;Unsre Berge san nit houch, enkre san höchr.;ou;ch;ö;ch;
545743;16,90652995;49,21777218;GUNDRUM (KOMOￅﾘANY);17942;1;Enserea Hübeln san net sehr hoch, dej einkean san viel hächar.;o;ch;ä;ch;
534688;16,87865364;49,57204105;RUNARZ (RUNￃﾁￅﾘOV);17520;1;Unsə Park sain nī sēr hūch, aira sain vīl hechə.;ū;ch;e;ch;
545309;16,92061223;49,77656682;MￃﾜGLITZ (MOHELNICE);17442;1;Unsere Perg sein net sehr hūch, ajere sein viel hecha.;ū;ch;e;ch;
545239;17,02418646;49,91272165;OBER-ULLISCHEN (HORNￃﾍ OLEￅﾠNￃﾁ);17374;1;Onser Barg sein nie sehr hoch, eiera sein viel hecher.;o;ch;e;ch;
544825;16,94591816;50,07261368;HEINZENDORF (HYNￄﾌICE NAD MORAVOU);16889;1;Onsera Barg sein nie sehr huch, die eien sein viel höcher.;u;ch;ö;ch;
366235;17,00516;50,27139;BIELICE;14537;1;Onse Barje sein nie sehr hoch, die eian sein vel höcher.;o;ch;ö;ch;
544699;16,994619;50,411871;WEIￃﾟBACH (BￃﾍLￃﾝ POTOK);16755;1;Ensere Barge sein nie siehr huch, die eijan (eijere) sein viel hicher.;u;ch;i;ch;
388750;17,01494;50,57111;BIERNACICE;13869;1;Inse Bargla sein nich guor huch, eure sein viel hicher.;u;ch;i;ch;
366619;16,98938;50,73384;LIPOWA;14034;1;Inse Berge sein nich siehr huch, di euern sein grisser.;u;ch;;;
391860;17,00388;50,90846;BRZOZA;14234;1;Inse Barge sein nich siehr huch, die euern sein viel hicher.;u;ch;i;ch;
392233;17,04316;51,23316;LIGOTA PIEKNA;9558;1;Innse Barge seen nich seer hoch, die euern seen veil hicherr.;o;ch;i;ch;
385941;17,05219;51,40808;DOMANOWICE;9717;1;Inse Barge seen nie seihre hauch, die eurdn seen veile hücher.;au;ch;ü;ch;
170301;17,1064;52,57329;GLEBOCZEK;5277;1;Os Baach sinne ne seje houch, jup sin veija höge.;ou;ch;ö;g;
370259;17,19502;53,11046;KROSTKOWO;1050;1;Us bag sün ni sehe hoch, jug sün väl hähe;o;ch;ä;h;
532171;17,14489;53,41264;ZAKRZEWO;760;1;Uus Baag sünn nie sea hoch, gug sünd veel höga.;o;ch;ö;g;
372040;17,21995;53,57517;STRZECZONA;880;1;Os Bag sünd ne sehe hog, jug sünd väl höge.;o;g;ö;g;
373017;17,1932;53,7362;GWIEZDZIN;74;1;Us Baag sind ni sehe hoch, jug sind vehl höge;o;ch;ö;g;
152192;17,24179;53,90401;ZOLNA;282;1;Us' Barg sind ni sehr hoch, jug' sind feel höjer.;o;ch;ö;j;
532087;17,25621;54,06601;KRAMARZYNY;474;1;Us Bag sind nich sehe hoch, dei jug sind vel höje.;o;ch;ö;j;
535009;17,23401871;54,25062158;REDDIES;52484;1;Os Bag sin nich sehr hoch, dei jug sind vel höger.;o;ch;ö;g;
373806;17,28164;54,40154;LABISZEWO;52714;1;Uns Bag is vehl side, jug sind vehl heger.;;;e;g;
151380;17,27697;54,57363;DRZEZEWO;52854;1;Us Bag' sind nich sehr hoch, jug sind väl höger.;o;ch;ö;g;
1379;17,03243;47,77548;ANDAU;42688;1;Unsere Berge san nit so hoch, die engan san höher.;o;ch;ö;h;
2799;17,06908;47,94045;NICKELSDORF;42637;1;Unsre Berch sein nid so hoch, engeri sann vüll hächer.;o;ch;ä;ch;
8089;17,06565;48,09174;KITTSEE;19696;1;Unsre Beag san nit goa hoch, die engare san hecha.;o;ch;e;ch;
548066;16,98660986;48,17332242;THEBEN (DEVÍN);19659;1;Uns're Berg san net sehr hoch, die engan san vül heher.;o;ch;e;h;
540668;17,177449;49,571549;NEBOTEIN (HNￄﾔVOTￃﾍN);17521;1;Ins(e)ri Berg sā niat se(hr) houch, enk(e)ri sā vill höch(er).;ou;ch;ö;ch;
545324;17,19747408;49,76489875;RIBNIK (RYBNIￄﾌEK);17460;1;Unsere Barg sein nie sehr houch, eura sein viel hecher.;ou;ch;e;ch;
545250;17,21258288;49,90928348;BERGSTADT (HORNￃﾍ MￄﾚSTO);17389;1;Unser Berg sein och niedrich, eira sein fü(e) hech(e)r.;;;e;ch;
534416;17,29069553;50,02964652;KARLSDORF;16907;1;"ůnʃɒ bark ʃaên nī aʃûə hûəx; aêəra ʃaên vŷə hẹχɒ.";ûə;x;ẹ;χ;
534177;17,24183624;50,25517092;BￃﾖHMISCHDORF;16801;1;"Ensre Barge sein nie sehr (gor) huch; de eian sein viel grißr (hicher).";u;ch;i;ch;
387458;17,26018;50,38899;NADZIEJOW;14486;1;Unsere Berge sein nicht sihr huch, eure sein viel hücher.;u;ch;ü;ch;
391919;17,28777;50,56603;RZYMIANY;13887;1;Inse Berge sein nich sihr huch, die euren sein viel hicher.;u;ch;i;ch;
386194;17,2612;50,75422;JUTRZYNA;14159;1;Inse Barge sein nich sire huch, die euern sein viel hicher.;u;ch;i;ch;
388449;17,27996;50,91595;JACZKOWICE;14250;1;Inse Barge sein nich sihr huch, die euren sein viel hicher.;u;ch;i;ch;
392177;17,31217;51,05066;MILOSZYCE;9400;1;Unsere Berge sein nich sehr houch, die euren sein viel höcher.;ou;ch;ö;ch;
370178;17,322;51,22894;JENKOWICE;9579;1;Inse Berge sen nich sau hauch, de oirigen sen veil hicher.;au;ch;i;ch;
388384;17,29826;51,41491;LAZY WIELKIE;9799;1;Inse Barge seen ni saihr houch, die euren seen vail hicher.;ou;ch;i;ch;
385609;17,33355;51,56366;GODNOWA;9848;1;Innse Barge sein nich seir hauch, de euern sein viel hichher.;au;ch;i;chh;
