CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;DE01;DE02_01;DE03;DE04_01;DE04_02;DE04_03;DE04_04;DE05;DE06;DE07_01;SA01;SA01_01;SA01_02;SA01_03;SA01_03a;SA02;SA02_01;SA02_02;SA02_03;SA02_03a;SA03;SA03_01;SA03_02;SA03_03;SA03_03a;SA04;SA04_01;SA04_02;SA04_03;SA04_03a;SA05;SA05_01;SA05_02;SA05_03;SA05_03a;SA06;SA06_01;SA06_02;SA06_03;SA06_03a;SO01;SO01_01;SO01_02;SO01_03;SO01_03a;SO02;SO02_01;SO02_02;SO02_03;SO02_03a;SO03;SO03_01;SO03_02;SO03_03;SO03_03a;SO04;SO04_01;SO04_02;SO04_03;SO04_03a;SU01;SU01_01;SU01_02;SU01_03;SU01_03a;SU02;SU02_01;SU02_02;SU02_03;SU02_03a;SU03;SU03_01;SU03_02;SU03_03;SU03_03a;SU04;SU04_01;SU04_02;SU04_03;SU04_03a;SU05;SU05_01;SU05_02;SU05_03;SU05_03a;SU06;SU06_01;SU06_02;SU06_03;SU06_03a;SD01;SD01_01;SD01_02;SD01_03;SD01_03a;SD02;SD02_01;SD02_02;SD02_03;SD02_03a;SD03;SD03_01;SD03_02;SD03_03;SD03_03a;SD04;SD04_01;SD04_02;SD04_03;SD04_03a;SM01;SM01_01;SM01_02;SM01_03;SM01_03a;SM02;SM02_01;SM02_02;SM02_03;SM02_03a;SM03;SM03_01;SM03_02;SM03_03;SM03_03a;SM04;SM04_01;SM04_02;SM04_03;SM04_03a;AA01;AA01_01;AA01_02;AA01_03;AA01_03a;AA02;AA02_01;AA02_02;AA02_03;AA02_03a;AA03;AA03_01;AA03_02;AA03_03;AA03_03a;AA04;AA04_01;AA04_02;AA04_03;AA04_03a;AA05;AA05_01;AA05_02;AA05_03;AA05_03a;AA06;AA06_01;AA06_02;AA06_03;AA06_03a;AA07;AA07_01;AA07_02;AA07_03;AA07_03a;AA08;AA08_01;AA08_02;AA08_03;AA08_03a;AA09;AA09_01;AA09_02;AA09_03;AA09_03a;AA10;AA10_01;AA10_02;AA10_03;AA10_03a;AO01;AO01_01;AO01_02;AO01_03;AO01_03a;AO02;AO02_01;AO02_02;AO02_03;AO02_03a;AO03;AO03_01;AO03_02;AO03_03;AO03_03a;AO04;AO04_01;AO04_02;AO04_03;AO04_03a;AO05;AO05_01;AO05_02;AO05_03;AO05_03a;AO06;AO06_01;AO06_02;AO06_03;AO06_03a;AO07;AO07_01;AO07_02;AO07_03;AO07_03a;AO08;AO08_01;AO08_02;AO08_03;AO08_03a;AO09;AO09_01;AO09_02;AO09_03;AO09_03a;AO10;AO10_01;AO10_02;AO10_03;AO10_03a;AU01;AU01_01;AU01_02;AU01_03;AU01_03a;AU02;AU02_01;AU02_02;AU02_03;AU02_03a;AU03;AU03_01;AU03_02;AU03_03;AU03_03a;AU04;AU04_01;AU04_02;AU04_03;AU04_03a;AU05;AU05_01;AU05_02;AU05_03;AU05_03a;AU06;AU06_01;AU06_02;AU06_03;AU06_03a;AU07;AU07_01;AU07_02;AU07_03;AU07_03a;AU08;AU08_01;AU08_02;AU08_03;AU08_03a;AU09;AU09_01;AU09_02;AU09_03;AU09_03a;AU10;AU10_01;AU10_02;AU10_03;AU10_03a;AD01;AD01_01;AD01_02;AD01_03;AD01_03a;AD02;AD02_01;AD02_02;AD02_03;AD02_03a;AD03;AD03_01;AD03_02;AD03_03;AD03_03a;AD04;AD04_01;AD04_02;AD04_03;AD04_03a;AD05;AD05_01;AD05_02;AD05_03;AD05_03a;AD06;AD06_01;AD06_02;AD06_03;AD06_03a;AD07;AD07_01;AD07_02;AD07_03;AD07_03a;AD08;AD08_01;AD08_02;AD08_03;AD08_03a;AD09;AD09_01;AD09_02;AD09_03;AD09_03a;AD10;AD10_01;AD10_02;AD10_03;AD10_03a;TIME001;TIME002;TIME003;TIME004;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME012;TIME013;TIME014;TIME015;TIME016;TIME017;TIME018;TIME019;TIME020;TIME021;TIME022;TIME023;TIME024;TIME025;TIME026;TIME027;TIME028;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
283;;;akz;interview;2022-07-15 17:43:49;1;;;25;Hürth;50354;DEutschland;1;2;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;2;2;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;2;2;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;2;2;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;3;4;;;20;5;;6;22;11;8;9;4;6;7;7;12;6;5;9;3;6;9;4;8;5;4;183;;2022-07-15 17:46:53;1;0;28;28;0;0;2,07;56
291;;;akz;interview;2022-07-15 21:33:35;1;;;23;Wien;1130;Österreich;1;1;wienerisch;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;10;12;;;13;8;5;10;22;12;14;12;8;4;6;6;6;7;6;13;9;7;7;5;7;7;4;213;;2022-07-15 21:37:16;1;0;28;28;0;0;1,78;47
292;;;akz;interview;2022-07-15 21:59:57;1;;;38;München;89336;Deutschland ;1;1;Bayerisch;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;7;6;;;30;7;12;26;583;94;22;19;14;17;14;54;19;9;13;14;13;13;17;8;17;13;8;423;;2022-07-15 22:17:26;1;0;28;28;0;0;0,86;2
293;;;akz;interview;2022-07-15 22:07:45;1;;;29;Mannheim;68159;BW;2;2;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;2;2;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;4;149;;;24;5;;15;125;12;11;8;5;6;4;32;295;3;6;5;2;7;5;4;6;13;3;236;;2022-07-15 22:20:14;1;0;28;28;0;0;1,86;54
294;;;akz;interview;2022-07-15 22:32:25;1;;;24;Düsseldorf;40599;Deutschland;2;2;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;2;2;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;2;2;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;9;4;;;10;4;;12;58;16;18;13;11;11;13;21;19;6;12;8;5;8;14;5;16;10;7;310;;2022-07-15 22:37:35;1;0;28;28;0;0;1,33;18
296;;;akz;interview;2022-07-16 00:05:59;2;Chinesisch;2;25;Berlin;14059;Deutschland;1;2;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;2;5;9;14;26;8;;22;42;10;9;4;4;4;4;5;5;2;5;17;3;4;3;6;6;4;3;226;;2022-07-16 00:09:45;1;0;28;28;0;0;2,16;82
300;;;akz;interview;2022-07-16 00:58:07;1;;;26;Erding;85435;Deutschland;2;2;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;3;8;;;66;4;;2;13;9;10;6;6;16;14;8;8;5;8;8;5;12;9;5;9;14;5;211;;2022-07-16 01:02:20;1;0;28;28;0;0;1,77;48
310;;;akz;interview;2022-07-16 08:41:10;1;;;69;Bad Oeynhausen;32549;NRW;1;2;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;14;19;;;55;32;;46;41;39;52;19;20;30;45;67;28;16;24;34;41;26;61;13;34;28;13;606;;2022-07-16 08:54:27;1;0;28;28;0;0;0,48;0
311;;;akz;interview;2022-07-16 10:17:47;1;;;24;Berlin;10247;Deutschland;1;2;;1;2;1;1;;1;1;1;2;Das Wort kenne ich nicht;1;2;1;1;;1;2;1;1;;1;1;1;2;Das Wort kenne ich nicht;1;2;1;1;;1;1;1;2;Das Wort kenne ich nicht;1;2;1;1;;1;1;1;2;Das Wort kenne ich nicht;1;1;1;2;Das Wort kenne ich nicht;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;1;2;Närken;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;1;2;Nörken;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;1;2;Nürken;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;9;3;;;14;11;;10;35;38;22;23;19;19;23;32;25;11;22;12;6;18;12;9;23;12;6;414;;2022-07-16 10:24:41;1;0;28;28;0;0;0,96;6
312;;;akz;interview;2022-07-16 11:09:49;1;;;57;göttingen;37085;Deutschland;2;2;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;9;6;;;27;4;;17;39;16;15;19;15;19;21;30;18;13;15;14;10;20;16;9;18;13;6;389;;2022-07-16 11:16:18;1;0;28;28;0;0;0,96;4
316;;;akz;interview;2022-07-16 11:12:57;1;;;37;Regensburg ;93051;Deutschland ;1;1;Oberpfälzisch-oberbayerisch gemischt;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;5;6;;;21;11;37;15;33;20;15;10;15;39;26;50;15;13;15;11;10;27;15;7;15;13;4;422;;2022-07-16 11:20:25;1;0;28;28;0;0;0,96;6
321;;;akz;interview;2022-07-16 11:18:11;1;;;50;Leipzig ;'04129;D;1;2;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;1;2;Nörker;1;1;2;1;;1;1;1;2;Nöster;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;9;4;;;29;5;;2;56;35;48;22;21;19;25;30;21;30;33;23;10;26;29;11;57;18;9;484;;2022-07-16 11:27:43;1;0;28;28;0;0;0,81;12
322;;;akz;interview;2022-07-16 11:18:19;1;;;35;Mannheim;68161;Deutschland ;1;2;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;2;2;2;1;;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;3;6;;;25;4;;3;32;22;26;12;15;16;12;9;6;4;8;7;3;5;17;5;8;8;4;260;;2022-07-16 11:22:39;1;0;28;28;0;0;1,74;41
324;;;akz;interview;2022-07-16 11:19:51;1;;;55;Wien;1170;Österreich ;2;1;Wienerisch ;1;1;1;2;plammerer;1;1;2;1;;1;2;1;1;;1;2;1;1;;1;1;1;2;transterer;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;1;2;zwutterer;1;2;1;1;;1;1;1;2;klunsterer;1;2;1;1;;1;2;1;1;;1;1;1;2;stuhberer;1;2;1;1;;1;1;1;2;jausterer;1;2;1;1;;1;1;1;2;schwausterer;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;2;1;1;;1;1;1;2;Narks;1;2;1;1;;1;1;1;2;Nast;1;2;1;1;;1;1;1;2;Nats;1;2;1;1;;1;1;1;2;Nangs;1;2;1;1;;1;1;1;2;Mahn;1;2;1;1;;1;1;1;2;Norks;1;2;1;1;;1;1;1;2;Nosts;1;2;1;1;;1;1;1;2;Mot;1;2;1;1;;1;1;1;2;Nol;1;2;1;1;;1;1;1;2;Nohs;1;2;1;1;;1;1;1;2;Nurks;1;1;1;2;nusterer;1;1;1;2;Nust;1;2;1;1;;2;2;1;2;Luts;1;2;1;1;;2;2;1;2;Muls;1;2;1;1;;2;2;1;2;Nuh;1;1;1;2;laurkerer;1;1;1;2;Laurks;1;2;1;1;;2;2;1;2;Naust;1;2;1;1;;2;2;1;2;Nauts;1;2;1;1;;2;2;1;2;Nauls;1;2;1;1;;2;2;1;2;Nau;3;5;;;25;10;23;10;67;73;22;68;32;58;25;99;31;26;27;34;13;73;51;14;48;27;10;543;;2022-07-16 11:34:25;1;0;28;28;0;0;0,6;2
325;;;akz;interview;2022-07-16 11:20:27;1;;;22;Höhfröschen;66989;Deutschland;1;1;Pfälzisch;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;76;4;;;40;12;8;53;30;12;30;10;92;26;13;36;27;7;16;19;7;17;18;6;21;20;10;419;;2022-07-16 11:30:37;1;0;28;28;0;0;0,88;5
327;;;akz;interview;2022-07-16 11:21:48;2;Polnisch;1;37;Regensburg;93055;Deutschland;1;2;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;1;1;2;1;;1;2;1;1;;6;5;6;6;20;6;;3;16;9;15;6;10;10;13;26;14;10;14;14;6;9;15;5;14;11;5;274;;2022-07-16 11:26:22;1;0;28;28;0;0;1,46;26
