Korrekturstatus;Quadrant;Bogennummer;REDE_Namen;Name;Longitude;Latitude;REDE_GIDs;Sprache;Herkunft;Erhebung;Allgemeine Anmerkungen zum Schreiber;WS26:Wortform;WS26:Stammvokal;WS26::Transliteration WS26;WS26::Anmerkungen WS26;WS33:Wortform;WS33:Stammvokal;WS33::Transliteration WS33;WS33::Anmerkungen WS33
korr.: Link;38/34;6848;Elsdorf;ELSDORF;11,9767;51,78113;121031;1;Marburg;1;Kurrent;Hause;au;Hinter unserm Hause stiehn drei schene Apfelbemichen mit rothen Äplichen. ;;Haiser;ai;Sein Bruder will sich zwe schene neie Haiser in eirem Goarten bauen.;
korr.: Link;63/49;688;Pregowo Zulawskie;PREGOWO ZULAWSKIE;18,95682;54,15681;147182;1;Marburg;1;Kurrent;Hus;u;Hinger onserm Hus sto͡ane dreh schöne Eppelböhmkes met rode Eppelkes.;;Hüser;ü;Sien Broder well sich twee schöne niege Hüser en junem Go͡arde bue.;
korr.: Link;34/35;6891;Danstedt;DANSTEDT;10,88689;51,91415;126680;1;Marburg;1;Kurrent;Huse;u;Hinder unsen Huse stoht drei rare Appelbömekens mit rohen Äppeln.;;Hüser;ü;Sin Brauer will seck twei schöne niee Hüser in ju'n Garnn buen.;
korrigiert: Reichel;33/35;6960;Abbenrode;ABBENRODE;10,62543;51,92932;126770;1;Marburg;2;Kurrent;Huse;u;Hinder usen Huse stoht drei schiëne Appelbäumekens mit roen Appelkens.;;Hüser;ü;Sien Brauer will sick twei schiëne nie Hüser in juen Garn buen.;
korr.: Link;35/35;6981;Emersleben;EMERSLEBEN;11,13702;51,92874;121814;1;Marburg;1;Kurrent;House;ou;Hinder unserm House stahen drei schöne Appelböhmkens mit rohen Aeppelkens. ;;Hüser;ü;Sien Brauder will sick zwei schöne ni'e Hüser in juen Garen buen.;
korr.: Link;36/35;6995;Egeln;EGELN;11,42586;51,94131;126323;1;Marburg;1;Lateinschrift;Hûse;û;Hinner unsern Hûse stån drei schêne Appelbême mid roën Äppelken.;;Hîser;î;Sîn Brauder will sick zwei schêne nîe Hîser in juë Gården bûen.;
korr.: Link;37/35;7007;Eickendorf;EICKENDORF;11,67388;51,94703;118795;1;Marburg;1;"Kurrent; Bogen enthält mit anderer Tinte (von anderer Hand?) geschriebene Korrekturen";Huse;u;Hinner unserm Huse schtahen drei jrote Äppelböme mit rode Äppels. ;;Hüser;ü;Syn Brauder will sich zwei nüe Hüser buen in ju'em Jahren (Järn.);
korrigiert: Reichel;38/35;7022;Kämeritz;KￃﾄMERITZ;11,97232;51,95485;118001;1;Marburg;2;Kurrent;Huse;u;Hinter unsern Huse stoan drei schöne Äppelböhme met rode Äppeln.;;Hüser;ü;Sin Broder will sick zwe schene neie Hüser in jauen Gorten bau'n;sick: aus sich korrigiert (Unterlänge von h noch teilweise zu sehen)
korr.: Link;39/35;7033;Natho;NATHO;12,23114;51,95654;118575;1;Marburg;1;Kurrent;Hus;u;Hinger unsa Hus stehn drei schöne Appelbeme met rore Äppel.;;Hiser;i;Sin Bruerer will sich zwe näa Hiser in joen Go͡arten boen.;
korr.: Link;40/32;7180;Liemehna;LIEMEHNA;12,51198;51,43433;136932;1;Marburg;1;Kurrent;Hause;au;Hinger unserm Hause stiehen drei schiene Äppelbeemchen met ruäthen Äppelchen. ;;Heiser;ei;Sei Bruder will sich zwee schiäne neie Heiser in eirem Guarten bar'n.;
korr.: Link;41/32;7198;Röcknitz;RￃﾖCKNITZ;12,78179;51,45308;138513;1;Marburg;1;Kurrent;Hause;au;Hinger onsern Hause schtiën drei schiëne Aeppelbömchen mit roëthen Äppelchen. ;;Heiser;ei;Sei Bruder will sich zwee schiënne naue Heiser in eiern Joarden baun.;
korr.: Link;42/32;7212;Lausa;LAUSA;13,05749;51,43354;136827;1;Marburg;1;"Kurrent; einige Wörter/ Buchstaben sind unterstrichen (Makron?)";Hause;au;Hinger unsen Hause stie=en drei schie=ene Eppelbemchen mit rueten Eppelchen.;;Häuser;äu;Sei Bruder will sich zwee schie=e=ne naue Häuser in euern Guorten baun.;
korr.: Link;43/32;7225;Kosilenzien;KOSILENZIEN;13,33731;51,45449;122425;1;Marburg;1;Kurrent;Hause;au;Hinger unsern Hause schtiehn drei schiene Aepelbemchen mit ruthen Äpelchen.;;Haiser;ai;Sein Bruder will zwee scheene neie Haiser in eiern Gortn baun.;
korr.: Link;44/32;7246;Kahla;KAHLA;13,56632;51,46966;119127;1;Marburg;1;Kurrent;Hause;au;Hinger unsem Hause stih'n drei schine Äppelbömechen mit ruthen Äppelchen. ;;Heiser;ei;Sein Bruder will sich zwei schüne neie Heiser in eiren Garten bauen.;
korrigiert: Reichel;45/32;7253;Ruhland;RUHLAND;13,86415;51,45586;126021;1;Marburg;2;Kurrent;Hause;au;Hinder unserm Hause schtehen drei scheene Appelbeimchen mit roden Äppelchen.;Nummerierung händisch aber in richtiger Zeile;Heiser;ei;Sein Bruder will sich zwei scheene neie Heiser in eirem Garten bauen.;
korr.: Link;46/32;7263;Lauta;LAUTA;14,10951;51,46191;137430;1;Marburg;1;"Kurrent; Anmerkung des Lehrers auf Seite 1: (Mendisch ist für die Muttersprache!) ""ä"" und au"" einen o ähnlichen Laut a͡ = o a͡u = o͡u/oh ein Laut ö = e; Am Ende von Seite 1: a͡ = o / etwas breit gesprochen. a͡u = ou / einsilbig gesprochen. eu = ei. ü = i. ei = ei oder ej. ö = e.";Hause;au;Hinter unserm Hause schteh'n drei scheene Äppelbe͞emchen mit rothen Äppelchen.;;Heiser;ei;Sein Bruder will sich zwë|i scheene neie Heiser in eirem Ga͡rten bau'n.;
korr.: Link;40/33;7363;Brösa;BRￃﾖSA;12,51328;51,61265;125816;1;Marburg;1;Kurrent;Hause;au;Hinger unserm Hause stehn drei scheene Appelböme met rothen Appeln.;;Heiser;ei;Sei Bruder will sich zwe schöne neie Heiser in eiren Gaarten bauen.;
korr.: Link;41/33;7371;Falkenberg;FALKENBERG;12,76792;51,61385;142075;1;Marburg;1;Kurrent;Hause;au;Hinger unsen Hause stehn drei schene Äppelbeme met rothe Äppel.;;Heiser;ei;Sei Bruder will sich zwe schene neie Heiser in eiren Gahrten baun.;
korr.: Link;42/33;7384;Rosenfeld;ROSENFELD;13,03894;51,5997;138298;1;Marburg;1;Kurrent;Hause;au;Hinger unsern Hause stehn drei schene Eppelbemchen met rothen Eppelchen.;;Heiser;ei;Sei Bruder will sich zwe schene Heiser in eiren Gaarten bauen.;
korr.: Link;43/33;7394;Wiederau;WIEDERAU;13,31865;51,63101;122395;1;Marburg;1;Kurrent;Haus;au;Hinger unse Haus stehn drei scheene kleene Äppelbeeme met kleenen rothen Äppeln.;;Heiser;ei;Sein Bruder will sich zwee scheene neie Heiser in eiern Goorten bauen.;
korrigiert: Steinicke, überprüft: Link;57/46;74;Gwiezdzin;GWIEZDZIN;17,1932;53,7362;373017;1;Marburg;1;"Kurrent; Schrift grds. gut lesbar, aber Unterscheidung <e> vs. <n> oft schwierig; tlw. Ligaturbögen, sonst keine Sonderzeichen; Nr. 5 zu früh begonnen; auf Seite 2 nach NB nichts bemerkt";Hius;iu;Hinne usem Hius staue drei schöne Apelböhm mät rode Aeppelkes. ;drei: d korrigiert;Hüse;ü;Siä Breude wi sick twei nig Hüse i juggem Gaude (Hof) buge.;
korr.: Link;44/33;7412;Lugau;LUGAU;13,59641;51,61058;118629;1;Marburg;1;Kurrent;Hause;au;Hinger unserm Hause schtehn schene Äppelbemchen met rothen Äppelchen. ;;Heiser;ei;Sein Bruder will sich zwe schene neie Heiser in riren Jarten bauen;
korr.: Link;45/33;7427;Dollenchen;DOLLENCHEN;13,86232;51,60726;122734;1;Marburg;1;Kurrent;Ause;Au;Hinter unserm Ause steh'n drei schenne Äppelböhmchen mit rothen Äppelchen.;;Äuser;Äu;Sein Bruder will sich zwee scheene neie Äuser in eirem Gōrten bau'n.;
korr.: Link;54/44;743;Rudki;RUDKI;16,36258;53,40347;376087;1;Marburg;1;Lateinschrift;Hus;u;Hina om Hus staua dre schöen Äppabömkes mit rohda Äppakas.;;Hüse;ü;Sia Brode wi sick twei schöen nig Hüse i gugu Gauda buga.;
korr.: Link;46/33;7435;Petershain/Neupetershain;PETERSHAIN/NEUPETERSHAIN;14,16587394;51,61108465;543583;1;Marburg;1;Kurrent;Hause;au;Hinter unserm Hause stehen drei schene Apfelbemchen mit rothen Apfelchen.;;Heiser;ei;Sein Bruder will sich zwei schene neie Heiser in eirem Gorten bauen.;
korrigiert: Reichel;55/44;748;Budy;BUDY;16,64428;53,39298;371847;1;Marburg;2;Kurrent;Hus;u;Hinä osem Hus stauä dri grell Apabömkäs mit rodä Apakäs.;Apabömkäs/rodä: ä korrigiert/eher schwarzer Fleck/nicht eindeutig zu erkennen aber laut Karten 381 & 383;Hüse;ü;Siä Brudä wi sick twe grell nieg Hüse i jugäm Gaudä bugä.;"Brudä: B sehr dick/teilweise schwarzer Fleck; jugäm: j hat keinen Punkt"
korr.: Link;40/34;7529;Schleesen;SCHLEESEN;12,4885;51,7859;125784;1;Marburg;1;Kurrent;Haus;au;Hinger unse Haus stehn drei schene Äppelbeme met rothe Äppel.;;Heis’r;ei;Sein Bruder will sich zwe schene neie Heis'r in eir'n Goart'n bau'n.;
korr.: Link;41/34;7546;Bleddin;BLEDDIN;12,7859;51,78702;123013;1;Marburg;1;Kurrent;Haus;au;Hinger unse Haus stehn drei schene Äppelbēme(michen) me̜t rothe Äppel. ;;Heiser;ei;Sein Bruder (ser) will sich zwe schene neie Heiser in eiren Goarten bauen.;
korr.: Link;42/34;7562;Klossa;KLOSSA;13,04784;51,78178;119715;1;Marburg;1;Kurrent;Haus;au;Hinger unse Haus schtehn dreie scheene Äppelbeme mett rothe Äppel. ;;Heiser;ei;Aue Bruder will siche zwe schene neie Heiser in auen Gorten bauen.;
korrigiert: Reichel;43/34;7576;Werchau;WERCHAU;13,31619;51,77761;118432;1;Marburg;2;Kurrent;Hus;u;Hinge unse Hus schteen drei scheene Äbbelbeeme mett roda Äbbele.;Äbbele: Ä evtl. korrigiert, erstes b relativ dick;Hiesere;ie;Sien Brueder will zwee scheene neie Hiesere in aue Joarden baun.;"scheene: zweites e aus i korrigiert?; Joarden: erste Haste von a dick/Fleck"
korr.: Link;44/34;7586;Wendisch Drehna/Walddrehna;WENDISCH DREHNA/WALDDREHNA;13,6283813;51,77774322;543614;1;Marburg;1;Kurrent;Hus;u;Hinger unse Hus sin drei schene Appelbeme met rode Äppele. ;;Hiesere;ie;Sien Bruder will sich zwe schene neie Hiesere in aue Jerten bauen.;
korr.: Link;45/34;7596;Schlabendorf;SCHLABENDORF;13,82084;51,80669;118560;1;Marburg;1;Kurrent;Haus;au;Hinter unse Haus schtehn drei schöne Äppelbemchen mit rothe Appelchins.;;Haiser;ai;Sein Bruder will sich zwe schene neie Haiser in eiren Gorten bauen.;
korr.: Link;57/44;760;Zakrzewo;ZAKRZEWO;17,14489;53,41264;532171;1;Marburg;1;Kurrent;Hüss;ü;Hinna usem Hüss staua drei grell Appelbämkes mit roda Appelkes. ;;Hüse;ü;Sia Brauda wih sick twee grell Hüse i gugem Gauda buga.;
korr.: Link;40/35;7688;Straach;STRAACH;12,59595;51,95429;121742;1;Marburg;1;"Lateinschrift; Lehrer nummeriert einige Sätze, keine Anmerkung vorhanden, wird in Transliteration wiedergegeben";Hus;u;Hinger unse Hus sto͜ahn dree Aeppelbeemken met rothe Aeppelken. ;;Hieser;ie;Sien Bruder will sich twei schöne ne-e Hieser in jo-en Go͜arten bo͜uen.;
korr.: Link;58/44;769;Nowy Dwor;NOWY DWOR;17,46743;53,37996;372128;1;Marburg;1;Kurrent;Hus;u;Hinna ussem Hus stahn drei grell Äppelbömkes mit roda Äppelkes.;;Hüsa;ü;Seha Broda wi sik twe grell nig Hüsa ih juga Gauda buga;
korr.: Link;41/35;7696;Rahnsdorf;RAHNSDORF;12,78451;51,94368;119978;1;Marburg;1;Lateinschrift;Hus;u;Hinger unse Hus stehn drei schene Aeplbeme met rothe Aepel.;;Hiser;i;Sin Bruder will se zwe schiene neie Hiser in sien Gorten boen.;
korr.: Link;42/35;7710;Rohrbeck;ROHRBECK;13,04399;51,96498;122350;1;Marburg;1;Kurrent;Hus;u;Hinger unse Hus sto͡ahn drie schäne Appelbemkenn met ro͡ade Äpplekenne.;;Hiesere;ie;Sīn Brueder will sich twei schēne nai'e Hiesere in jujen Go͡arden bo͡uven.;
korrigiert: Link;43/35;7721;Wahlsdorf;WAHLSDORF;13,32707;51,95556;121832;1;Marburg;77;Lateinschrift;Hus;u;Hinger unse Hus stehn drei scheene Äppelbeme met rode Aeppele.;;Hüsere;ü;Sin Bruoder will sick zweï scheene neie Hüsere in jaun Guorten bouen.;
korr.: Link;44/35;7732;Hohendorf;HOHENDORF;13,55801;51,94857;124353;1;Marburg;1;Kurrent;Hus;u;Hinger unse Hus stehn drei Apelbömiken mit rode Aepelken. ;;Hisere;i;Sien Bruder woll sich zwei schene neie Hisere in ohn Joarten bouen;
korr.: Link;45/35;7747;Treppendorf;TREPPENDORF;13,85842;51,9372;120005;1;Marburg;1;Kurrent;Haus;au;Hinder unse Haus stehn drei schöne Äppelbemchen mit rothe Äppelchen.;;Hoiser;oi;Sein Bruder will sich zwee scheene neie Hoiser in euern Goarten baun.;
korr.: Link;46/35;7758;Sacrow;SACROW;14,11383;51,94887;120074;1;Marburg;1;Kurrent;Haus;au;Hinger unse Haus schtehn drei schene Äppelbemchen mit rothe Äppelpfinne.;;Heiser;ei;Sein Bruder will sich zwee schene Heiser in eiern Gorten bauen.;
korr.: Link;40/30;7964;Zedtlitz;ZEDTLITZ;12,51358;51,10431;140523;1;Marburg;1;Kurrent;Hause;au;Hänger unse Hause stiehn drei Äppelbömchn mit ruthe Äppelchn.;;Heiser;ei;Sei Bruder willsch zwe schene Heiser in eiern Gart'n baun.;
korr.: Link;41/30;7979;Hohnbach;HOHNBACH;12,78682;51,11829;139874;1;Marburg;1;Kurrent;Hause;au;Hing'r uns'n Hause schtihn 3 schiene Äplbömchen mit ruit'n Äplch'n.;;Häuser;äu;Sei Bruder will sich zwee schiene naue Häuser in euern Guaort'n baun.;
korrigiert Reichel: April 23;21/4;80004;Grindelwald;GRINDELWALD;8,03463;46,62436;16779;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; auf Blanko-Papier geschrieben";Huus;uu;Hinder ysem Huus stahn dry scheenni Epfelbeimleni mid roten Epflen.;;Hyser;y;Syn Brueder wil in ewwem Garten zwei scheenni niwwi Hyser buwwen.;
korrigiert Reichel: April 23;23/2;80023;Bosco;BOSCO;8,49372;46,31601;17027;1;Marburg;9;"überwiegend lateinische Buchstaben (teilweise phonetisch); keine Karten vorhanden; auf Blanko-Papier geschrieben; teilweise nicht eindeutig, v.a. in Bezug auf Diakritika; s & ɔ teilweise sehr ähnlich/nicht zu unterscheiden; ᴓ nicht sicher, evtl. auch a (aber eben Strich in Buchstaben); i & ė teilweise schwer zu unterscheiden; ";hus;u;Hendar iašum hus sėn drī hibšu pummi bömdši mit roti chlīni pummi.;;hīšar;ī;Sin Briᵃdar wėll šin salb tswei hebši niwwi hīšar in ewwum gɔrta buwwa.;"Briᵃdar: hochgestelltes a aus ""normalem"" a korrigiert; tswei: e korrigiert; ewwum: erstes w evtl. korrigiert"
korr.: Link;42/30;8011;Ziegra;ZIEGRA;13,05727;51,10477;139074;1;Marburg;1;Kurrent;Hause;au;Hinger unsen Hause schtiehn drei schinr Aeppelbeemr mit rueden Aeppelchen.;;Hoiser;oi;Sei Bruder will sich zwee schiene naue Hoiser in oiern Garten baun.;
korr.: Link;62/44;803;Lunawy Male;LUNAWY MALE;18,59262;53,37403;149964;1;Marburg;1;Kurrent;Hus;u;Hinna unserm Hus stonä der schmukkä Äppelbömkes mit rodä Äppelkes.;;Hisä;i;Siä Bodä will sick twe schenä niggä Hisä in junem Goda buggä;
korr.: Link;43/30;8032;Rausslitz;RAUSSLITZ;13,31541;51,10915;137148;1;Marburg;1;Kurrent;Hause;au;Hinger unßen Hause stiehn drei gruße Äppelbeeme mit ruithen Äppeln.;;Hoiser;oi;Sei Bruider will sich zwee schiene naue Hoiser in eur'n Gŏarten bau'n.;
korr.: Link;44/30;8055;Coswig;COSWIG;13,58038;51,12525;141724;1;Marburg;1;"Kurrent; Anmerkung des Lehrers am Ende von Seite 1: Zusatz: Es ist irgend einer entzwei gegangen = 's is irnd nener uffzwee gegangen.";Hause;au;Hinger unsen Hause stiehn drei schiene Äppelbeeme mit ruhten Äppelchen.;;Hoiser;oi;Sei Bruder will s'ch zwee schiehne naue Hoiser in oiern Goarten baun.;
korr.: Link;45/30;8075;Langebrück;LANGEBRￃﾜCK;13,84034;51,12603;138748;1;Marburg;1;Kurrent;Hause;au;Hinger uns'n Hause schtiëhn drei schiene Äppelbeeme mit ruthen Äppelch'n.;;Häuser;äu;Sei Bruder will sich zwee schiene neue Häuser in euern Gohrtĕn bauen.;
korr.: Link;46/30;8092;Frankenthal;FRANKENTHAL;14,107;51,13087;137939;1;Marburg;1;Kurrent;Hause;au;Hinger onsern Hause stiehn drei schüne Äppelbömel mit ruthen Äppelchen.;;Häuser;äu;Sei Bruder wöll sich zwä schiene neue Häuser in euern Gahrten baun.;
korr.: Link;64/44;821;Bukowiec;BUKOWIEC;19,15258;53,34825;146983;1;Marburg;1;Kurrent;Hus;u;Hinne usem Hus steahne dree schmocke Äppelbömkes met rode Äppelkes.;;Hüse;ü;Sie Broode we sick twee schmocke nije Hüse e juchem Gade buche.;
korr.: Link;40/31;8272;Fuchshain;FUCHSHAIN;12,53059;51,28331;137200;1;Marburg;1;Kurrent;Hause;au;Hinger unsern Hause schtihn drei schiëne Äppelbeemchen mit ruthen Äppelchen.;;Heiser;ei;Sei Bruder willsch zwee schiëne neie Heiser in eiern Goarten baun.;
korr.: Link;41/31;8289;Nerchau;NERCHAU;12,7893;51,27082;142820;1;Marburg;1;Kurrent;Hause;au;Hinder unserm Hause schdehn drei schene Aeppelbömchen mid roden Aeppeln.;;Haiser;ai;Sei Bruder will sich zwee scheene neiä Haiser in eiern Karden baun.;
korrigiert: Steinicke, überprüft: Link;58/46;83;Charzykowy;CHARZYKOWY;17,51084;53,73196;372997;1;Marburg;1;"Kurrent; Schrift tlw. herausfordernd; v.a. Unterscheidung <e> vs. <n> besonders im Auslaut oft nicht möglich; Abstrich beim <k> wirkt tlw. wie Bogen über dem Folgegraphem; <S> ungewöhnlich profiliert; auf Seite 2 nach NB nichts bemerkt";Hius;iu;Hinne usem Hius stauhe drei geiud Apelbömkis mit rohde Aeppelkis.;"Hinne: oder Hinen?; Apelbömkis: i korrigiert? (aus e?); Aeppelkis: i korrigiert aus e";Hüse;ü;Sihe Bräude wi sik tweh hüpsch nig Hüse i jugem Gaude buge. ;
korr.: Link;42/31;8305;Limbach;LIMBACH;13,05875;51,26277;137817;1;Marburg;1;Kurrent;Hause;au;Hinger unsen Hause stiehn drei schiene Äpelbeme mit ruĕthen Äpelchen.;;Hauser;au;Sei Bruder will sich zwe schiene naue Hauser in euern Guarten baun.;
korr.: Link;43/31;8321;Mergendorf;MERGENDORF;13,31305;51,28693;141352;1;Marburg;1;Kurrent;Hause;au;Hinger unsn Hause stihn drei schihne Abelbemchn mit ruden Äbelchn. ;;Häuser;äu;Sei Brudr will sich zwee schine Häuser in euern Guardn baun.;
korr.: Link;44/31;8345;Rostig;ROSTIG;13,58547;51,2829;140224;1;Marburg;1;Kurrent;Hause;au;Hingr unse Hause schtiehn drei schiene Äppelbemchen mit ruthn Äppilchen.;;Häuser;äu;Sei Bruder will sich zwee schiene naue Häuser in euern Garten baun.;
korr.: Link;45/31;8358;Steinborn;STEINBORN;13,85316702;51,29946865;543764;1;Marburg;1;Kurrent;Hause;au;Hinger unse Hause stihn drei schiene Äpelbemchen mit ruthen Äpeln.;;Hoiser;oi;Sei Bruder will sich zwee schine noie Hoiser in eurn Gohrten baun.;
korr.: Link;46/31;8368;Bernbruch;BERNBRUCH;14,09490462;51,28869546;543765;1;Marburg;1;Kurrent;Hause;au;Hinger unse Hause stihn drei schine Aeppelbeme mit ruthe Aeppelchn.;;Häusr;äu;Sein Bruder well sich zwe schine neue Häusr in euern Gortn baun.;
korr.: Link;47/30;8505;Dretschen;DRETSCHEN;14,34726;51,12303;142126;1;Marburg;1;Kurrent;Hause;au;Hinger unse Hause schtien 3 schiene Apalbeemel mit ruthen Apaln. ;;Haüser;aü;Sei Bruder will sich zwee schiene neue Haüser in äuern Garten bauen.;
korr.: Link;48/30;8519;Kittlitz;KITTLITZ;14,67613;51,12741;141158;1;Marburg;1;"Kurrent; Anmerkungen des Lehrers am Ende von Seite 1: B. Halbdoppellaute: oa, ou. Jotirten Laut: jä. Laut zwischen i u. ü: y = dumpfes i.";Hause;au;Hintr unsern Hause schtihn 3 schiene Äppelbeemel mit ruth'n Äppeln.;;Hausn;au;Sei Bruder will sich zwee schiene neue Hausn a euern Goart'n bau'n.;
korr.: Link;49/30;8532;Kunnerwitz;KUNNERWITZ;14,93607;51,11776;139416;1;Marburg;1;Kurrent;Hause;au;Hingerm Hause schtiehn 3 hübsche Aeppelbeemel mit ruthen Aeppeln.;;Häuser;äu;Sei Bruder wiel sich zwee schiene neue Häuser in euern Gorten baun.;
korr.: Link;50/30;8546;Siekierczyn;SIEKIERCZYN;15,19656;51,11864;530102;1;Marburg;1;Kurrent;Hause;au;Hing'r uns'n Hause stiehn drei schiene Äbbelbem'l mit ruth'n Äbbeln.;;Häuser;äu;Sei Bruder will sihch zwee schiene neue Häuser ei enern Goart'n baun.;
korr.: Link;51/30;8560;Wolbromow;WOLBROMOW;15,43317;51,10708;386141;1;Marburg;1;Kurrent;Haus’;au;Hing'r insrm Haus' stieh'n drei schien Äbblbeeml mit ruth'n Abblcha. ;;Häus’r;äu;Sei Brudr will sich zwee schien neu Häus'r ei eurm Goartn baun.;
korr.: Link;52/30;8574;Pieszkow;PIESZKOW;15,68805;51,10711;369013;1;Marburg;1;Kurrent;Hoase;oa;Hinger ünsen Hoase stien dröe schienn Aebbelbemel mit ruitha Aebbeln.;;Häuser;äu;Sä Bruider wiell sich zwee schinn neue Häuser ä euern Goarta boan.;
korr.: Link;53/30;8590;Prusice;PRUSICE;15,98401;51,11183;391722;1;Marburg;19;Kurrent;Hause;au;Hinger insĭm Hause schtiehn drei schiene Aeppelbeemla mit rutha Apperlann.;;Häuser;äu;Sei Bruder wiel sich zwee schiene neue Häuser ei euerm Goarta baun.;
korr.: Link;54/30;8614;Ogonowice;OGONOWICE;16,24098;51,11235;369595;1;Marburg;1;Kurrent;Hause;au;Hinterm unserm Hause stiehen drei schiene Appelbäumchen mit rutha Aeppelchen. ;;Häuser;äu;Sei Bruder will sich zwee schiene neue Häuser in euern Gourten bohn.;
korrigiert: Reichel;48/31;8716;Förstgen;FￃﾖRSTGEN;14,66211;51,29773;140858;1;Marburg;2;Kurrent;Hause;au;Hinter unserm Hause stiehn drei schiene Apfelbäumchen mit ruthen Aepfelchen.;"direkt hinter vorstehendem Wort bis in nächste Zeile geschrieben; Apfelbäumchen: Kopf von p eher schwarzer Fleck weshalb A nicht eindeutig zu erkennen ist & eher aussieht wie O, Apfele[...]? vermutlich eher Trennstrich aber nciht eindeutig";Häuser;äu;Sein Bruder will sich zwei sch[iene] neue Häuser in eurem Gorten bauen.;"Nummerierung händisch aber in richtiger Zeile bis in nächste Zeile; sch[iene]: nicht eindeutig, aber laut Karten 461 & 462 schiene"
korr.: Link;49/31;8726;Ober Horka I;OBER HORKA I;14,89083036;51,28703006;543818;1;Marburg;1;Kurrent;Hause;au;Hinger uns'n Hause stiehn drei schiene Äppelbeemel mit ruthe Äppelchen.;;Häuser;äu;Sei Bruder wiel siech zwee schiene neue Häuser ei euern Go͜art'n bau'n.;
korr.: Link;50/31;8736;Wegliniec;WEGLINIEC;15,19505;51,30306;530136;1;Marburg;1;Kurrent;Hause;au;Hinger insram Hause stiehn drei schiene Äppelbemel mit ruthen Äppeln.;;Heuser;eu;Sei Bruder will sich zwee schiene neue Heuser ei euern Gorten bauen.;
korr.: Link;51/31;8740;Kierzno;KIERZNO;15,42643;51,2588;364524;1;Marburg;1;Kurrent;Hause;au;Hinger unserm Hause stihn drei schine Äppelböme mit ruthen Äppeln. ;;Häuser;äu;Sei Bruder will sich zwee schine neue Häuser in euern Goarten bauen.;
korr.: Link;52/31;8751;Szczytnica;SZCZYTNICA;15,71788;51,27884;388056;1;Marburg;1;Kurrent;Hause;au;Hinger insem Hause stihn drei schiene Äppelbeme mit rutha Äppaln. ;;Häuser;äu;Sei Bruder wil sich zwee schine neue Häuser ei euarn Guorta baun.;
korr.: Link;53/31;8762;Göllschau (Goliszów);GￃﾖLLSCHAU (GOLISZￃﾓW);15,98045549;51,27846389;543820;1;Marburg;1;Kurrent;Hause;au;Hinger insern Hause stihn drä schine Aeppelbämel mit ruthen Aeppeln.;;Häuser;äu;Sei Bruder will sich zwe schine neue Häuser ei euerm Goarten baun.;
korr.: Link;54/31;8777;Bieniowice;BIENIOWICE;16,25635;51,25926;390434;1;Marburg;1;Kurrent;House;ou;Hinger insm House stihn dree schiene Aepelbeime mit routhen Aepelchn.;;Häuser;äu;Se Bruder will sich zwee schiene neue Häuser e euerm Guarten bon.;
korr.: Link;57/45;880;Strzeczona;STRZECZONA;17,21995;53,57517;372040;1;Marburg;1;Kurrent;Hius;iu;Hine usem Hius staue drei grell Äppelbömge mit rode Äppelges.;;Hüse;ü;Sie Braöder we sig twe grell nieg Hüse e jugem Gaude bugge.;
korrigiert: Reichel;49/32;8852;Klein Priebus;KLEIN PRIEBUS;14,95724;51,45415;139636;1;Marburg;2;Kurrent;Hause;au;Hinger unsern Hause stiehn drei schiene Äppelbeemel mit lauter ruten Äppeln.;;Häuser;äu;Sei Bruder wiel sich zwee schiene neue Häuser ei euern Goart'n bau'n.;schiene: oben drüber geschrieben
korr.: Link;50/32;8858;Okraglica;OKRAGLICA;15,18868;51,43756;386999;1;Marburg;1;Kurrent;Hause;au;Hinger insen Hause stihn drei schiene Äpelbemel mit ruthen Äpeln.;;Häuser;äu;Sei Bruder will sich zwe schüne neue Häuser ei euern Goarten baun.;
korr.: Link;51/32;8865;Koberbrunn;KOBERBRUNN;15,48264456;51,43310559;543832;1;Marburg;1;Kurrent;Huose;uo;Hinger unsen Huose stiehn drei schiene Aeppelbemel mit ruten Aeppeln.;;Häuser;äu;Sä Bruder will sich zwe schiene Häuser in euren Guorten buohn.;
korrigiert: Reichel;52/32;8870;Armadebrunn (Studzianka);ARMADEBRUNN (STUDZIANKA);15,71948637;51,4302282;543833;1;Marburg;2;Kurrent;Hose;o;Hinger insen Hose steihn dre scheine Äppelbehmel mit rauten Aeppelchen.;;Häuser;äu;See Bruder well sich zwee scheine, neue Häuser e euern Guarten bauen. ;Guarten: r nicht eindeutig, wenn dann extrem groß
korr.: Link;53/32;8878;Trzmielow;TRZMIELOW;16,00948;51,43246;390650;1;Marburg;1;Kurrent;Hause;au;Hinger inserm Hause stiehn drei schiene Aeppelbömel mit rauthen Aeppeln.;;Häuser;äu;Se' Bruder will sich zwie scheine neue Häuser ei euerm Gurten bon.;
korr.: Link;54/32;8888;Skladowice;SKLADOWICE;16,26255;51,43001;386729;1;Marburg;1;Kurrent;Hosn;o;Hinger insem Hosn stethn dre scheine Äpelbeemel, mit rauthen Äpelchen.;;Häuser;äu;See Bruder will sich zwä neue Häuser in euern Gorten bohn. ;
